pitch_mean,pitch_std,spectral_centroid,spectral_bandwidth,rms_energy,energy_mean,energy_std,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,emotion
0.35960225039308175,0.27278109573207426,3169.511743384964,2587.319724824647,0.0064394563,0.0047323527,0.00995951,-596.5581,49.15078,-5.9865155,5.6085687,-1.2716353,-1.2067617,-12.037279,-8.81426,-11.101424,-8.968307,-0.68170965,-7.0525794,-1.9013768,happy
0.25966610270700635,0.2106456766447047,2615.5578749913207,2385.448897681198,0.0082052145,0.00603503,0.013137465,-559.92334,54.875935,-11.518561,5.4953065,2.415871,-1.8642917,-11.11178,-7.596749,-14.508147,-7.4336433,3.2631521,-7.8864737,-1.6498953,happy
0.2905474494485294,0.22381035295650525,2993.6174176926156,2447.2762510256775,0.010928558,0.008305735,0.015406756,-517.75696,48.02012,-10.221419,7.83182,-0.1721484,-2.173067,-10.422513,-9.233612,-17.878963,-4.9133816,0.0017016242,-9.143922,0.1187561,happy
0.336767578125,0.2737643907234387,3185.7990833983044,2534.1048041994018,0.010219879,0.007783595,0.014329351,-539.19855,49.672794,-8.996246,6.914048,-1.1240026,-3.3295467,-9.793234,-9.628173,-17.208342,-7.1400585,-1.7678517,-7.01247,-0.28077132,happy
0.2988104762801205,0.274103405747778,3160.396107850781,2559.5602733741425,0.0021510085,0.0015933841,0.0033759968,-680.84985,60.804207,-1.956048,14.204766,6.8270884,-2.8811657,-2.4629226,-8.663905,-11.039646,-4.454039,-4.2584863,-1.6950514,-0.858215,sad
0.3448914366883117,0.2654118814141896,3081.195874681327,2597.2815900655305,0.0020018967,0.0014870171,0.003142887,-699.10425,65.49692,-1.0995513,16.531912,8.523047,-0.46712285,0.1738208,-7.589049,-10.304403,-5.5254693,-1.7454495,-2.0158567,-1.7528477,sad
0.27627664528145696,0.23179034238304363,3417.78120659004,2545.696980135367,0.0017523397,0.0013311242,0.0027060753,-735.524,60.409447,-3.443985,14.033259,6.590172,-1.7684736,-1.7315749,-7.5691485,-10.976077,-3.8221767,-0.99658245,-1.3543684,-1.2844801,sad
0.3454054741010274,0.2684793756606681,3328.1353165188516,2570.897080774257,0.002293628,0.0017196459,0.003536343,-711.7862,59.567207,0.7109444,15.603702,6.023352,-0.16229145,1.2461178,-7.515769,-12.228474,-3.9741051,-2.3960717,-2.4673662,-0.061853018,sad
0.32551388624237804,0.2875708469187316,3014.5749002692082,2544.9144737120123,0.0029256681,0.0022009388,0.004182962,-669.9195,62.426224,0.9023568,16.833582,7.8117795,-1.8475591,-0.9106535,-7.4858384,-9.419271,-1.5074193,-2.4400961,-2.6243284,-0.14111501,sad
0.3179412841796875,0.2521569889363356,3370.3057694999397,2620.1829986838625,0.0048092324,0.0034948469,0.007866283,-627.47046,50.890545,-4.8933854,10.507071,3.70411,-3.614306,-8.667972,-7.1464243,-15.135483,-4.434602,-2.204541,-6.959076,0.33116084,sad
0.3244522758152174,0.2683462314674346,3189.539887661754,2504.534746327757,0.005031498,0.0038287393,0.0074553364,-620.26776,54.993256,-5.729504,13.725473,3.9384527,-2.741892,-6.81774,-9.286635,-18.480108,-4.8934646,-2.2725978,-7.2611017,0.36146042,sad
0.3668296292701863,0.2928219900720244,3335.653832770819,2577.8341193588954,0.0061242515,0.004733184,0.00852109,-605.889,50.817352,-4.1009364,13.333532,2.3143537,-3.1249645,-6.993569,-8.87111,-15.973221,-3.851796,-1.3603264,-6.091596,0.43329066,sad
0.33357211358532934,0.27675054374312735,3314.3681107026364,2543.1745043357955,0.008675286,0.0062771062,0.013675889,-546.11554,42.51581,-6.019243,12.6451235,-1.407863,-2.7939098,-4.314088,-1.4580283,-12.457061,-4.777245,-0.8577968,-4.766826,-0.7102531,angry
0.3285070082720588,0.24588952217056737,3470.735295487921,2646.291875288428,0.009701404,0.0071437918,0.01407708,-526.2785,40.100624,-5.4062862,8.0860615,-3.3844342,-3.6563706,-7.031596,-8.578679,-13.111328,-6.569745,-4.4982853,-6.6619687,-3.4727755,angry
0.3855675703642384,0.2800229280014115,3191.9164051877083,2589.151722936782,0.0069032386,0.0052132662,0.010835541,-570.9829,45.415054,-1.5627908,11.880343,-0.43858105,-1.7890218,-5.260241,-6.6141477,-13.445087,-4.125199,-3.6815128,-4.4055014,-1.0022501,angry
0.33392978454968947,0.2500037553978384,3196.381551654399,2527.472206163008,0.010876041,0.008168234,0.016680503,-530.8293,44.267376,-2.8641322,8.589871,0.01504346,-3.4850922,-4.3523197,-6.577349,-15.150324,-4.9910274,-2.581337,-5.787801,0.28295907,angry
0.2711809233757062,0.23073645147992752,3272.2435264316746,2642.8932219064855,0.053690005,0.040011935,0.079216085,-349.08368,29.868893,-20.021608,0.8248055,-11.387679,-4.3352494,-12.862408,-13.475211,-13.617985,-8.423022,-5.636474,-4.9704933,-7.1078963,angry
0.2444738963293651,0.15297435435594908,3229.693984274478,2490.1405722727463,0.03284571,0.024499655,0.047700454,-368.34802,22.302996,-18.730824,3.2124898,-10.238883,-5.3979936,-12.250566,-7.9842367,-16.876492,-9.074471,-4.798123,-8.329525,-4.87846,angry
0.26423107978351956,0.1752159694242696,3374.6494687612503,2489.2130858232267,0.032815818,0.024565358,0.05032794,-401.70172,29.973305,-15.743985,4.8785286,-6.717307,-3.9170728,-11.36485,-9.566884,-16.95793,-6.610147,-4.1125803,-8.695933,-3.1835454,angry
0.2377192179361979,0.15662598125200236,3338.823460533491,2548.1197486574433,0.09226974,0.06872549,0.1324779,-303.9083,22.274927,-20.23263,-3.0112526,-10.557668,-6.5886765,-16.995613,-11.742131,-16.091637,-9.435908,-2.4795759,-8.391646,-6.0200577,angry
0.2963467963836478,0.2636035088577889,2678.1335770392793,2612.31743913785,0.005951181,0.0045587765,0.009015365,-595.331,57.99092,2.2590277,14.343323,8.518202,-2.4230087,-4.1882496,-8.528271,-12.255306,-1.4047102,-2.2603824,0.5045404,3.6462831,fearful
0.38163378284235666,0.2986212236710925,2798.9728374711813,2549.7110862035324,0.0056838747,0.004334275,0.0082057975,-603.3856,55.155254,-6.027805,9.1299,4.394856,-4.0410967,-8.073682,-12.255182,-16.346151,-4.077742,-3.4491823,-6.160686,-0.26365194,fearful
0.3018528471057047,0.27611000239634736,2588.472591996389,2572.346153338649,0.0049450775,0.0038225746,0.007231909,-622.86993,61.635395,7.414828,18.84099,10.033153,3.9887211,-1.0351886,-5.5802426,-8.488827,0.3211512,0.076060966,0.36447462,2.7944245,fearful
0.3351593017578125,0.2786494362808376,2972.908907701676,2499.367270801423,0.0045714164,0.0035225616,0.00651509,-624.02625,60.417797,-3.330775,15.390851,6.7717657,-0.058078647,-3.9153354,-10.592283,-10.528063,-0.66487384,-0.901281,-1.2349012,0.28941697,fearful
0.17730260778356483,0.10889292298533305,2882.0581488148273,2550.331106397102,0.016429449,0.012294382,0.02851557,-439.20685,52.212185,-12.541273,5.1477275,1.7914932,5.8628416,-5.5974445,-12.138769,-14.728991,-1.9501582,2.1356723,-3.671966,-0.590433,fearful
0.16128490010245902,0.09066064833866068,2703.0019825842364,2526.5912172812205,0.022494612,0.017034482,0.03634438,-404.05585,42.662426,-17.537214,-3.2199833,1.9150127,-0.23162141,-11.389852,-15.012191,-17.22242,-7.2708745,-4.490682,-9.206505,-6.413215,fearful
0.17932980559593023,0.12080749938070019,2982.1917643035104,2600.783920514641,0.036745586,0.028253457,0.055973917,-369.5954,39.190083,-15.472043,-0.9504296,-5.781357,-1.2099701,-10.114829,-18.269136,-17.822474,-9.481161,-3.801051,-7.896282,-7.8260264,fearful
0.17290645802514792,0.12472781542537274,2625.570225919857,2406.0114740588297,0.024839113,0.019096222,0.038272973,-427.11377,45.139057,-15.436681,-1.1301688,-0.72275865,1.9657456,-13.529376,-15.487785,-17.104061,-9.546004,2.3383806,-7.459708,-7.364611,fearful
0.2673705323727545,0.22587264226413326,2915.1469611467487,2470.5919654117147,0.0026046934,0.0019741852,0.003945234,-647.6113,63.878662,-3.163664,11.068918,3.898929,0.49626186,-7.21009,-7.302176,-13.785376,-4.531086,-0.68246734,-7.2989683,-1.6489207,disgust
0.3195555196005917,0.25129535615945187,3268.0142139196487,2688.585397029265,0.003003395,0.0023193883,0.004690979,-626.5222,52.807503,0.27268866,4.734688,3.4398108,-0.42759264,-9.445805,-6.7852263,-13.305903,-4.895432,-0.5622915,-6.350317,-3.322409,disgust
0.31774107803254437,0.2549598057593699,2959.3191470543347,2411.7018940938838,0.0027997582,0.0021844134,0.0038559411,-667.50525,71.2468,1.9786971,12.600777,1.8061314,3.4382737,-4.8249874,-12.123671,-8.451325,-2.0306578,-2.5171845,-3.023269,-0.99177164,disgust
0.384033203125,0.2893741744681176,3410.4164232921903,2512.8745940357758,0.0028733371,0.0022570028,0.0043201186,-669.2902,54.79244,-0.9016661,10.555701,-0.16137548,3.6259093,-5.3917437,-10.095322,-7.4466414,-1.4052048,0.10079655,-3.9632685,-0.5047299,disgust
0.24513818884408603,0.2013719434790344,2948.2341735560417,2540.5458074268854,0.011289144,0.008878179,0.01870416,-489.86877,43.94528,-6.938508,-5.6906586,-9.426027,-1.9371551,-11.578997,-17.378063,-13.903124,-6.911768,-3.5516465,-4.3722687,-7.017699,disgust
0.3226352842514124,0.26528719667448336,3343.276504813116,2558.99769051251,0.012455636,0.009337553,0.018482517,-491.2605,35.171394,-9.034344,1.899957,-8.66488,-6.350328,-18.34103,-15.881719,-9.584089,-5.861492,-4.508714,-5.8916154,-6.898971,disgust
0.2851450251436782,0.2506775933541866,3098.7804283039845,2640.6790686956087,0.011278437,0.008927871,0.016823374,-520.7532,43.31225,9.500733,-0.6278448,-7.164327,0.42984325,-12.050826,-15.976675,-5.460499,-8.713773,-8.803648,-2.9774518,-7.6639447,disgust
0.3547479538690476,0.29421862247243297,3146.052511521998,2605.6132543816825,0.011440586,0.008767499,0.017162915,-501.0081,42.180492,-0.9575307,-0.44900593,-4.0120096,-1.8501687,-13.47077,-15.385601,-8.406135,-5.512526,-6.51612,-6.038744,-7.1585274,disgust
0.32997847576530615,0.25645403702773006,3406.402429489831,2666.8617532572875,0.0031396903,0.0022925318,0.0053415587,-660.50183,52.980663,-0.44145432,8.232828,4.511838,-2.5249932,-6.0312376,-6.618407,-9.726553,-5.8924103,-0.25972423,-5.319383,-0.8095199,surprised
0.3453083444148936,0.2537962357858868,3491.0594109567014,2693.197927204648,0.003138752,0.0022536812,0.005287584,-683.8254,52.923653,-3.5020812,10.541914,6.780464,-2.0829628,-6.373839,-6.026372,-9.960135,-1.55301,-1.1180856,-5.836149,-0.4712084,surprised
0.36027177798202614,0.2856346184722746,3269.920956229367,2588.6501833280745,0.0033345784,0.0025959404,0.0053253383,-661.4794,56.338783,-0.100388624,12.948809,3.4572427,-1.0980023,-3.9645514,-7.314169,-11.041139,-2.5731149,-0.8059697,-3.7987452,-1.9456607,surprised
0.3431959219858156,0.25794158347081975,3561.054057699111,2677.7997014925977,0.0039280723,0.0029822756,0.0061559007,-666.4035,49.284126,-1.8099363,8.19951,-0.4680704,-3.9114852,-4.323113,-7.2129054,-9.47664,-5.4546947,-0.9426417,-6.5836415,-0.9509839,surprised
0.2779074035234899,0.24159386808481179,3296.4932313739655,2621.2145217164802,0.007134628,0.0052029626,0.011077697,-605.2246,51.048885,-5.4272103,8.577295,4.1080546,-2.6509154,-8.000926,-6.305148,-11.018701,-4.717957,0.42527145,-7.8209214,0.1158054,surprised
0.2581549310064935,0.20583445803450945,3429.5164415704485,2705.975022970507,0.009419319,0.0067497236,0.015301425,-553.19366,41.932564,-5.2114596,7.3127418,0.06964418,-3.3563766,-6.6405888,-7.5790653,-11.458306,-6.6911645,-1.2373774,-6.6593413,-1.9200144,surprised
0.2882702555877483,0.22424835525605133,3515.0243199616457,2665.511372778669,0.0069747735,0.005360569,0.009986222,-592.5113,45.141872,-4.394385,7.735557,0.55032533,-4.1455994,-6.7481837,-9.417959,-14.750463,-2.551564,-2.767845,-5.6659083,-0.98160374,surprised
0.35650418328900707,0.27656913239263925,3180.2462746483307,2637.837491399942,0.009493393,0.007163091,0.014495716,-573.3884,46.84191,-5.5694294,6.1290336,-0.5748382,-0.7007698,-8.623766,-9.702099,-11.321595,-5.2469926,-1.4207612,-5.737756,-1.804039,surprised
0.27019369526273884,0.2605477938726575,2564.8706726048167,2112.8919530292746,0.0036161423,0.002489316,0.0059501734,-650.7109,54.477303,-9.090127,8.411754,-4.3875356,-3.7657063,-5.362752,-8.610381,-3.9715521,-0.89597374,-4.721406,-1.9953873,-5.056729,neutral
0.30054023938301283,0.2565476930097411,3188.5264786059793,2367.910003007714,0.003526408,0.0025292377,0.0055990038,-646.0169,49.11971,-10.800371,11.480022,-5.822234,-3.082372,-5.2919693,-7.318948,-2.7898753,-1.9523809,-3.2981865,-2.320633,-5.5060253,neutral
0.3289727521088957,0.26661800936578767,3381.2001177823827,2525.075478304583,0.0053315903,0.0039578797,0.008630579,-622.5787,51.31145,-10.439537,4.76582,-4.8091674,-3.2195776,-5.7218084,-9.393639,-5.2450943,-1.9874331,-5.037799,-2.8686624,-6.420317,neutral
0.3201591296073718,0.260709975761263,3347.0069217483833,2486.4098179255825,0.00481182,0.0035811134,0.007692262,-638.03485,46.49924,-9.892576,4.896696,-6.4146495,-5.0707617,-6.280471,-10.606286,-6.077464,-3.233131,-5.660992,-3.273961,-8.5222,neutral
0.3289691971009036,0.26714946955179536,3181.5938777018323,2519.230235763678,0.003299657,0.002388668,0.005126315,-663.2903,52.12868,-3.5836394,11.846414,-4.697628,-1.7755145,-3.4381077,-7.5618987,-3.0021994,-2.1637714,-3.221826,-4.2773857,-4.5514054,calm
0.24817106213872833,0.25489420690528997,2884.471758089627,2307.880777815654,0.0033932026,0.0025113912,0.00503493,-658.6478,47.966007,-8.495083,8.638967,-5.663685,-2.8697906,-4.6740603,-9.246251,-3.0736196,-3.4952078,-3.970272,-7.195894,-5.508158,calm
0.22237681193524098,0.24072765795900183,2552.2525361211274,1996.2105515420778,0.0036745965,0.0028121825,0.0054580052,-656.9886,45.86949,-5.47719,4.3142276,-4.4623194,-3.557982,-6.703658,-8.853257,-6.026569,-2.5972843,-6.314636,-4.8533845,-7.071022,calm
0.289417355559593,0.26662064383554984,3094.557349519474,2279.920035720154,0.0036388037,0.0027565178,0.005284047,-649.47095,48.736828,-11.061042,1.3402742,-6.3219647,-5.146925,-7.923725,-11.958522,-6.557234,-4.027463,-7.22297,-6.0610914,-9.744023,calm
0.3472798097067039,0.30932025296711085,3212.0534365942503,2429.8643310346697,0.00274149,0.002045083,0.0043945885,-644.26904,43.547195,-5.838417,7.798074,-6.138195,-5.017681,-4.065014,-7.9815655,-6.299098,-2.2558687,-4.6757936,-6.6697474,-5.1349106,calm
0.24831065912356323,0.2742306815927762,2621.6998578895113,2088.095062795412,0.0030213858,0.0021870174,0.004806106,-654.7285,46.224503,-8.825291,7.38197,-7.828604,-2.755002,-5.1400156,-9.549978,-4.8942914,-3.7259579,-2.7659783,-7.619688,-5.9758,calm
0.3172228107344633,0.3016724585524853,2969.579507477861,2182.8164080395077,0.003367713,0.002525896,0.005094626,-651.52234,41.243298,-6.728539,0.96304804,-7.4115567,-2.540201,-8.835061,-11.491201,-8.204978,-2.871476,-7.1914587,-8.530297,-8.152104,calm
0.23335705773305085,0.26087184732661445,2583.618963916457,2062.6892829344147,0.0032916954,0.0025088906,0.0045420253,-657.25006,47.33329,-4.9627705,3.1611555,-6.3184104,-1.8223606,-7.8445582,-10.28582,-6.404777,-1.3007373,-6.015566,-8.7457285,-8.5443325,calm
0.37315955528846156,0.2686049726090749,3137.2875311325024,2486.849222770864,0.0067745415,0.004887402,0.011556946,-584.8095,43.18487,-21.301863,8.527552,-6.8743467,-6.161053,-4.6324816,-12.898246,-4.476372,-3.367257,-5.523036,-2.7173173,-8.498698,happy
0.3486907958984375,0.2783829648456634,3343.5170573795754,2470.532496149162,0.006062844,0.0043225526,0.009971148,-604.6987,45.072086,-17.890179,12.041527,-6.429033,-6.6027994,-4.5485315,-12.551144,-3.5843368,-4.1316247,-6.3168325,-1.837649,-7.81006,happy
0.29345703125,0.2772765520302931,2757.1292583180243,2068.9493141223975,0.006718313,0.004997014,0.011028268,-596.9097,42.28311,-20.867561,5.388656,-8.0006695,-6.724699,-8.967098,-14.922027,-5.0813546,-3.65023,-8.352837,-2.4565268,-10.150615,happy
0.3751304105201863,0.27463277294908833,3197.1682577752426,2526.38536865879,0.006538937,0.0048553427,0.010870813,-593.05426,46.503887,-15.529931,8.504859,-6.1982727,-6.078748,-8.619364,-12.890373,-3.1055377,-2.15818,-7.117529,-1.9770372,-8.486348,happy
0.259429931640625,0.25671694468468864,2660.714453953329,2150.0369268198233,0.016424965,0.012266957,0.028963832,-485.5585,32.210354,-29.872738,6.866109,-11.342902,-14.860304,-6.806929,-15.646826,-3.9503899,-7.934324,-9.380689,-2.202927,-11.6284895,happy
0.2875270243710692,0.24381597442397884,3244.1515048168676,2494.7554774551995,0.016838655,0.012588414,0.029728366,-483.8502,35.787163,-30.68064,6.018523,-9.470606,-15.612415,-8.272376,-14.02902,-5.069252,-5.9015927,-9.294798,-0.6474197,-10.770746,happy
0.31470947265625,0.22932831420339622,3014.5870614678583,2431.3482090361676,0.011553159,0.008782424,0.019109923,-534.45734,38.031597,-22.947292,4.590477,-6.4561396,-11.968885,-11.765813,-14.9696865,-4.122636,-3.665528,-11.607719,-2.2014942,-10.770111,happy
0.24756736526946108,0.24764861073413913,2676.707043045496,2079.4438810036086,0.012906192,0.009783457,0.020815602,-535.57874,36.26328,-22.62245,4.0168138,-8.625279,-12.712104,-9.146528,-14.396338,-6.2735662,-5.957328,-10.965573,-1.8183451,-11.756157,happy
0.2227886153990964,0.246274462805243,2116.0553197080144,1875.6363520234597,0.0028402414,0.0020643624,0.00423476,-676.1186,52.612183,-9.784049,7.1978965,-6.0254574,-4.5275693,-6.722465,-10.6761875,-6.1121945,-3.9972923,-4.9271145,-5.511841,-4.9986033,sad
0.24619859566717792,0.27762942198537327,2249.964314722422,1892.3792434383272,0.0031476682,0.0022744583,0.005046431,-668.7458,55.4105,-9.870233,8.890352,-5.3844624,-3.2466266,-4.7142086,-9.191696,-6.5311093,-1.5827595,-5.2515993,-3.7161431,-5.4978642,sad
0.25633249223602483,0.2757933782723195,2455.2747965769263,2004.401470978429,0.0032734268,0.0024534904,0.005305089,-655.2373,43.462273,-5.0028157,4.387873,-4.940769,-4.590479,-9.256331,-11.396569,-4.4611225,-2.9189167,-6.406669,-3.5330727,-6.676326,sad
0.2731798792177914,0.276511246921875,2999.445736397613,2297.7663906051826,0.0029611972,0.0022402578,0.0049828277,-677.3318,44.626945,-5.773078,6.7751913,-3.2082841,-3.8464131,-7.0366187,-9.984122,-5.6840844,-0.6310417,-6.12343,-3.478182,-6.170365,sad
0.2695494468167702,0.26184738554524983,2667.994255782215,2192.4074573903363,0.002690865,0.001941187,0.0049043885,-660.48944,47.49846,-9.866229,6.0961437,-9.001065,-6.4437575,-10.155412,-13.963024,-9.411344,-3.9805984,-7.930611,-2.4514308,-7.0683475,sad
0.2929477808665644,0.2950311459484925,2691.833807088859,2072.4898143204337,0.0024439231,0.0017589013,0.004022409,-678.107,53.828526,-5.6136465,8.015998,-4.9451227,-4.498035,-10.079592,-11.96143,-9.157069,-3.4231353,-6.89302,-3.2425365,-6.7743263,sad
0.2680419921875,0.2751379913129506,3053.3579657025975,2333.9671401048768,0.003648193,0.0027938832,0.0059953257,-662.6597,43.95871,-6.3106303,4.213039,-6.307641,-4.7284203,-11.087015,-14.509219,-10.578534,-4.6570063,-8.425256,-3.9502354,-9.419881,sad
0.2593264789701258,0.27130842425055185,2613.845632729623,2004.527672581244,0.0031219271,0.0023610743,0.005001937,-660.486,44.381096,-6.9046345,5.11592,-5.344925,-7.1727147,-12.497758,-13.778645,-8.887341,-2.7393901,-9.832708,-3.8711169,-8.513406,sad
0.24821270636792453,0.23939258823587475,2520.8419417718414,2046.5694507242254,0.0068917987,0.004991157,0.011005865,-562.57446,43.78187,-10.402452,6.0484643,-6.3162794,-4.709944,-3.6898515,-10.246,-4.420561,-2.2729363,-2.981068,-2.349607,-4.839126,angry
0.3077707350628931,0.22448659110092625,3170.559226685379,2561.6723271443175,0.0073929364,0.00529899,0.011909983,-532.0913,42.358128,-16.971233,7.453699,-8.148302,-4.63737,-5.435113,-10.416671,-2.704224,-0.8080575,-2.205372,-1.9357876,-4.1376934,angry
0.2757261311349693,0.2261300283267273,3201.4407775767663,2444.1356828994512,0.008209092,0.006126879,0.012288062,-573.29675,45.841038,-9.815437,4.286421,-8.331692,-3.4894338,-5.2287693,-11.024237,-5.628939,-1.9968007,-5.772927,-2.4142268,-7.0663342,angry
0.2765428496570122,0.25368361963215236,2853.781469622747,2201.7638623406096,0.007999855,0.005923781,0.012635346,-562.36847,41.374588,-15.704152,3.7824304,-11.244979,-6.927745,-5.256913,-12.749825,-5.8923283,-2.6502147,-5.2798567,-2.4545405,-8.410737,angry
0.22390440088757396,0.17850943656491647,2664.39206187949,2101.0932887547087,0.024077872,0.0177342,0.03846869,-443.42944,29.981758,-23.440504,3.0224884,-14.731199,-7.9682097,-2.6709785,-13.843132,-2.4567146,-4.553096,-3.811007,-3.1909866,-7.0461507,angry
0.2605192151372832,0.22212893484429297,2902.627521588453,2205.499021766409,0.019258311,0.013738465,0.030039223,-467.90463,33.208317,-24.262503,2.993979,-14.986863,-7.1980157,0.19980678,-12.791638,-4.086005,-4.7434196,-3.6555762,-1.9970082,-8.259774,angry
0.2966858968569364,0.19716338672039976,3362.233006361541,2520.153624930724,0.04577863,0.034209296,0.07241628,-422.59006,25.627525,-30.711185,-4.462034,-18.371431,-12.68289,-4.151894,-18.2899,-7.3128514,-7.3090906,-8.170983,-4.6276426,-11.359122,angry
0.28520705382947975,0.22408171494655124,2921.465255823521,2197.576456079689,0.040468182,0.030237807,0.061469935,-416.28802,23.78608,-30.84158,-2.1526594,-19.170496,-11.236554,-3.3947005,-17.0528,-6.166669,-6.7994413,-8.149091,-4.606156,-11.811431,angry
0.23716162420382167,0.18342640200958965,2914.1978324019656,2261.580977441056,0.0074227387,0.005699234,0.011217537,-568.15845,33.30165,-26.176714,4.7828236,-12.257126,-9.782232,-8.575203,-15.386595,-6.131122,-7.414159,-6.4468265,-5.3656745,-5.0224643,fearful
0.2363584530279503,0.20293735116214326,2689.572065675032,2149.381864318337,0.007849442,0.0058699665,0.0120164715,-569.3612,33.500244,-25.722399,1.9065827,-11.115143,-8.923905,-7.3086634,-16.626795,-6.7482615,-5.988671,-7.158734,-5.2317195,-5.986692,fearful
0.28886595911949686,0.21746284419199505,3331.118000747876,2425.2534853613615,0.008539021,0.0065747444,0.012739567,-566.02734,31.305124,-24.584505,2.3227863,-9.488269,-8.973363,-10.463872,-16.330961,-5.306,-3.561721,-9.028213,-3.659047,-6.8744125,fearful
